Model Outputs
100
,,Sub4:LHeadAngles,,,Sub4:LNeckAngles,,,Sub4:LThoraxAngles,,,Sub4:RHeadAngles,,,
Frame,Sub Frame,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
400,0,44.3598,-3.26652,9.09095,-55.6173,-5.41281,-4.11977,11.3502,0.262372,3.70319,44.3598,3.26652,-9.09095
401,0,44.6868,-3.19469,9.10531,-55.8164,-5.50224,-4.02683,11.2311,0.252728,3.72488,44.6868,3.19469,-9.10531
402,0,45.0106,-3.11395,9.11838,-56.0138,-5.59486,-3.92624,11.114,0.243072,3.74578,45.0106,3.11395,-9.11838
403,0,45.3323,-3.02417,9.13043,-56.2122,-5.69027,-3.81934,11.0002,0.234391,3.76427,45.3323,3.02417,-9.13043
404,0,45.653,-2.9255,9.14224,-56.4138,-5.78878,-3.70708,10.891,0.227174,3.77968,45.653,2.9255,-9.14224
405,0,45.9728,-2.81874,9.15513,-56.6188,-5.89145,-3.59009,10.7863,0.220994,3.7927,45.9728,2.81874,-9.15513
406,0,46.2908,-2.70548,9.17074,-56.8254,-5.99969,-3.46897,10.6855,0.214688,3.80511,46.2908,2.70548,-9.17074
407,0,46.605,-2.58769,9.19094,-57.0301,-6.11504,-3.34446,10.587,0.206778,3.81917,46.605,2.58769,-9.19094
408,0,46.9129,-2.46768,9.21765,-57.2291,-6.23862,-3.21799,10.4899,0.196046,3.83681,46.9129,2.46768,-9.21765
409,0,47.2113,-2.3479,9.25226,-57.4195,-6.37034,-3.09189,10.3941,0.182082,3.85884,47.2113,2.3479,-9.25226
410,0,47.4977,-2.23072,9.29482,-57.5991,-6.50806,-2.96906,10.3002,0.165589,3.8846,47.4977,2.23072,-9.29482
411,0,47.7697,-2.11811,9.34383,-57.7675,-6.6476,-2.85263,10.2091,0.148401,3.91196,47.7697,2.11811,-9.34383
412,0,48.026,-2.01148,9.39664,-57.9243,-6.78369,-2.74523,10.1218,0.132841,3.93813,48.026,2.01148,-9.39664
413,0,48.2653,-1.91132,9.45039,-58.0689,-6.91212,-2.64784,10.0383,0.120386,3.96123,48.2653,1.91132,-9.45039
414,0,48.4865,-1.8172,9.50317,-58.1991,-7.03164,-2.55946,9.95769,0.110785,3.98121,48.4865,1.8172,-9.50317
415,0,48.6885,-1.72862,9.5548,-58.3125,-7.14357,-2.47878,9.87859,0.102655,3.99927,48.6885,1.72862,-9.5548
416,0,48.871,-1.64568,9.60614,-58.4071,-7.24972,-2.40558,9.79988,0.0947528,4.0165,48.871,1.64568,-9.60614
417,0,49.0343,-1.56898,9.65767,-58.483,-7.35069,-2.3404,9.72122,0.0866684,4.03322,49.0343,1.56898,-9.65767
418,0,49.1798,-1.49913,9.70894,-58.5424,-7.4457,-2.28357,9.6435,0.0787852,4.04917,49.1798,1.49913,-9.70894
419,0,49.3093,-1.43653,9.75909,-58.5888,-7.53342,-2.23513,9.56808,0.0719111,4.06386,49.3093,1.43653,-9.75909
420,0,49.4246,-1.38151,9.8079,-58.6254,-7.613,-2.19544,9.49634,0.0669496,4.07674,49.4246,1.38151,-9.8079
421,0,49.5273,-1.33462,9.8561,-58.6553,-7.68432,-2.16562,9.42982,0.0647268,4.08717,49.5273,1.33462,-9.8561
422,0,49.6187,-1.29667,9.90495,-58.6814,-7.74784,-2.14718,9.36995,0.0657703,4.09465,49.6187,1.29667,-9.90495
423,0,49.7002,-1.26841,9.9556,-58.7054,-7.80432,-2.14139,9.317,0.0701442,4.09895,49.7002,1.26841,-9.9556
424,0,49.7729,-1.25003,10.0084,-58.7272,-7.85447,-2.14825,9.27006,0.077355,4.10043,49.7729,1.25003,-10.0084
425,0,49.8377,-1.24072,10.0624,-58.7467,-7.89892,-2.16549,9.22809,0.0863278,4.1002,49.8377,1.24072,-10.0624
426,0,49.8952,-1.23863,10.1152,-58.7644,-7.93773,-2.18892,9.19107,0.0959894,4.09959,49.8952,1.23863,-10.1152
427,0,49.9457,-1.24101,10.1638,-58.7816,-7.97016,-2.21413,9.15999,0.106159,4.099,49.9457,1.24101,-10.1638
428,0,49.9892,-1.24495,10.2062,-58.7992,-7.99533,-2.23789,9.13554,0.117389,4.09788,49.9892,1.24495,-10.2062
429,0,50.0257,-1.2481,10.2412,-58.8162,-8.01331,-2.25815,9.11701,0.129804,4.09588,50.0257,1.2481,-10.2412
430,0,50.0546,-1.24919,10.269,-58.8301,-8.02532,-2.27379,9.1025,0.14262,4.09342,50.0546,1.24919,-10.269
431,0,50.0753,-1.24801,10.29,-58.8379,-8.03271,-2.28475,9.08971,0.154799,4.09114,50.0753,1.24801,-10.29
432,0,50.0877,-1.2453,10.3052,-58.8374,-8.03614,-2.2922,9.07699,0.165763,4.08922,50.0877,1.2453,-10.3052
433,0,50.0919,-1.24235,10.3153,-58.8287,-8.03559,-2.29795,9.06388,0.175494,4.08736,50.0919,1.24235,-10.3153
434,0,50.0886,-1.24032,10.3211,-58.813,-8.03111,-2.3037,9.05114,0.18428,4.08511,50.0886,1.24032,-10.3211
435,0,50.078,-1.23968,10.3237,-58.7927,-8.0231,-2.31054,9.04076,0.192529,4.08193,50.078,1.23968,-10.3237
436,0,50.0601,-1.24047,10.3235,-58.7704,-8.0117,-2.31901,9.03541,0.200826,4.07722,50.0601,1.24047,-10.3235
437,0,50.035,-1.24257,10.3203,-58.7483,-7.99658,-2.32894,9.03722,0.209624,4.07061,50.035,1.24257,-10.3203
438,0,50.0028,-1.24567,10.3132,-58.7272,-7.9776,-2.33869,9.0467,0.218448,4.06286,50.0028,1.24567,-10.3132
439,0,49.964,-1.24918,10.3008,-58.7065,-7.95528,-2.34537,9.06286,0.225922,4.05579,49.964,1.24918,-10.3008
440,0,49.9192,-1.25227,10.2823,-58.685,-7.93042,-2.34641,9.08418,0.230807,4.05091,49.9192,1.25227,-10.2823
441,0,49.8689,-1.25403,10.2577,-58.6618,-7.90391,-2.34083,9.10927,0.232651,4.04864,49.8689,1.25403,-10.2577
442,0,49.8135,-1.25375,10.2286,-58.6361,-7.87714,-2.32945,9.13711,0.231628,4.0484,49.8135,1.25375,-10.2286
443,0,49.7532,-1.25114,10.1975,-58.6073,-7.85196,-2.31457,9.16699,0.228204,4.04908,49.7532,1.25114,-10.1975
444,0,49.6877,-1.24645,10.1674,-58.5743,-7.83011,-2.29918,9.19836,0.222924,4.04955,49.6877,1.24645,-10.1674
445,0,49.6162,-1.24037,10.1404,-58.536,-7.81251,-2.28595,9.23081,0.216291,4.04903,49.6162,1.24037,-10.1404
446,0,49.5379,-1.23384,10.1178,-58.4912,-7.7992,-2.27665,9.26408,0.208681,4.04735,49.5379,1.23384,-10.1178
447,0,49.4516,-1.22767,10.0998,-58.4388,-7.78953,-2.27181,9.2981,0.200306,4.04487,49.4516,1.22767,-10.0998
448,0,49.3563,-1.22232,10.0854,-58.3778,-7.78234,-2.27075,9.33297,0.191215,4.04234,49.3563,1.22232,-10.0854
449,0,49.2506,-1.21763,10.0727,-58.3073,-7.77607,-2.27181,9.36891,0.181379,4.04046,49.2506,1.21763,-10.0727
450,0,49.1328,-1.21291,10.0596,-58.2261,-7.76899,-2.27298,9.40624,0.170837,4.03964,49.1328,1.21291,-10.0596
451,0,49.0008,-1.2072,10.0441,-58.1326,-7.75945,-2.27286,9.44547,0.159933,4.03965,49.0008,1.2072,-10.0441
452,0,48.8521,-1.19961,10.0254,-58.0255,-7.74599,-2.2716,9.48763,0.149641,4.03931,48.8521,1.19961,-10.0254
453,0,48.6836,-1.18947,10.0039,-57.9034,-7.72766,-2.27119,9.53433,0.141656,4.03655,48.6836,1.18947,-10.0039
454,0,48.4923,-1.17634,9.9815,-57.7645,-7.70437,-2.27439,9.58685,0.137578,4.02933,48.4923,1.17634,-9.9815
455,0,48.2754,-1.15977,9.95982,-57.6059,-7.67717,-2.28275,9.64507,0.137741,4.01703,48.2754,1.15977,-9.95982
456,0,48.0304,-1.13913,9.93959,-57.4235,-7.64756,-2.29578,9.70758,0.14119,4.00055,48.0304,1.13913,-9.93959
457,0,47.7557,-1.11383,9.92063,-57.2138,-7.61689,-2.31175,9.77269,0.146395,3.98147,47.7557,1.11383,-9.92063
458,0,47.4508,-1.08352,9.90252,-56.9745,-7.58648,-2.32859,9.83902,0.15169,3.96162,47.4508,1.08352,-9.90252
459,0,47.1163,-1.04804,9.88475,-56.7058,-7.55736,-2.34444,9.90597,0.155758,3.94247,47.1163,1.04804,-9.88475
460,0,46.7542,-1.00748,9.86666,-56.4101,-7.52974,-2.35811,9.97414,0.158131,3.92459,46.7542,1.00748,-9.86666
461,0,46.367,-0.962206,9.84766,-56.0915,-7.50311,-2.36935,10.045,0.159115,3.90766,46.367,0.962206,-9.84766
462,0,45.9573,-0.912789,9.82759,-55.7539,-7.47698,-2.37871,10.1195,0.159236,3.89105,45.9573,0.912789,-9.82759
463,0,45.527,-0.859428,9.80669,-55.3987,-7.45131,-2.38692,10.1975,0.158912,3.87412,45.527,0.859428,-9.80669
464,0,45.0761,-0.801636,9.78501,-55.0256,-7.42605,-2.39441,10.2783,0.158548,3.85613,45.0761,0.801636,-9.78501
465,0,44.6039,-0.738744,9.76197,-54.633,-7.4009,-2.40106,10.3613,0.158321,3.83652,44.6039,0.738744,-9.76197
466,0,44.1092,-0.670592,9.73658,-54.2189,-7.37542,-2.40634,10.4455,0.157835,3.81539,44.1092,0.670592,-9.73658
467,0,43.5907,-0.59753,9.70802,-53.7813,-7.34924,-2.4098,10.5301,0.156488,3.79325,43.5907,0.59753,-9.70802
468,0,43.0475,-0.519986,9.67602,-53.3186,-7.32203,-2.4115,10.6147,0.154097,3.77042,43.0475,0.519986,-9.67602
469,0,42.4784,-0.438442,9.64069,-52.8301,-7.29319,-2.41208,10.6995,0.151131,3.74674,42.4784,0.438442,-9.64069
470,0,41.8827,-0.35386,9.60223,-52.3164,-7.2614,-2.4129,10.7856,0.148629,3.72164,41.8827,0.35386,-9.60223
471,0,41.2598,-0.267936,9.56069,-51.7783,-7.22475,-2.41569,10.8744,0.147696,3.69455,41.2598,0.267936,-9.56069
472,0,40.6094,-0.182757,9.51585,-51.2171,-7.18156,-2.42158,10.967,0.14877,3.66561,40.6094,0.182757,-9.51585
473,0,39.932,-0.100174,9.46765,-50.6339,-7.13111,-2.43097,11.0639,0.151519,3.63562,39.932,0.100174,-9.46765
474,0,39.2287,-0.0213856,9.41686,-50.0294,-7.07399,-2.44433,11.165,0.155314,3.60529,39.2287,0.0213856,-9.41686
475,0,38.5006,0.0532388,9.3649,-49.4038,-7.01167,-2.46251,11.2695,0.159612,3.57489,38.5006,-0.0532388,-9.3649
476,0,37.7482,0.124361,9.31282,-48.756,-6.94562,-2.48594,11.3756,0.164099,3.54415,37.7482,-0.124361,-9.31282
477,0,36.9715,0.193608,9.2606,-48.0841,-6.87679,-2.51407,11.4819,0.168701,3.51247,36.9715,-0.193608,-9.2606
478,0,36.1705,0.262901,9.20754,-47.3867,-6.80576,-2.54566,11.5868,0.173464,3.47926,36.1705,-0.262901,-9.20754
479,0,35.346,0.333499,9.15288,-46.6637,-6.73278,-2.57932,11.6897,0.17841,3.44433,35.346,-0.333499,-9.15288
480,0,34.4998,0.405516,9.09594,-45.9163,-6.6576,-2.61382,11.7897,0.183514,3.40806,34.4998,-0.405516,-9.09594
481,0,33.6348,0.478067,9.03599,-45.1472,-6.5794,-2.64805,11.8866,0.188773,3.37126,33.6348,-0.478067,-9.03599
482,0,32.7541,0.549717,8.97231,-44.3593,-6.49702,-2.68104,11.9799,0.194208,3.33489,32.7541,-0.549717,-8.97231
483,0,31.8611,0.618999,8.90432,-43.5559,-6.40941,-2.71195,12.0693,0.199817,3.29986,31.8611,-0.618999,-8.90432
484,0,30.9589,0.68482,8.83172,-42.7397,-6.31602,-2.74008,12.1547,0.205522,3.26691,30.9589,-0.68482,-8.83172
485,0,30.05,0.74652,8.75436,-41.9135,-6.2168,-2.76477,12.2357,0.211156,3.23648,30.05,-0.74652,-8.75436
486,0,29.1371,0.80373,8.67217,-41.0796,-6.11196,-2.78548,12.3124,0.216499,3.20881,29.1371,-0.80373,-8.67217
487,0,28.2223,0.85619,8.58516,-40.2403,-6.00182,-2.80187,12.3848,0.221331,3.18391,28.2223,-0.85619,-8.58516
488,0,27.3073,0.903647,8.49356,-39.3976,-5.88679,-2.81392,12.4532,0.225477,3.16163,27.3073,-0.903647,-8.49356
489,0,26.394,0.945919,8.39771,-38.5536,-5.76734,-2.82178,12.5178,0.228802,3.14175,26.394,-0.945919,-8.39771
490,0,25.4838,0.983111,8.29793,-37.71,-5.64411,-2.82548,12.579,0.231223,3.12401,25.4838,-0.983111,-8.29793
491,0,24.5778,1.01575,8.19448,-36.8679,-5.51783,-2.82481,12.637,0.232752,3.10815,24.5778,-1.01575,-8.19448
492,0,23.6764,1.04458,8.08754,-36.0282,-5.38923,-2.81945,12.6922,0.233521,3.09389,23.6764,-1.04458,-8.08754
493,0,22.7802,1.07017,7.97732,-35.1916,-5.25881,-2.80927,12.7448,0.233746,3.08096,22.7802,-1.07017,-7.97732
494,0,21.8897,1.09278,7.86412,-34.359,-5.12683,-2.79439,12.7952,0.233686,3.06909,21.8897,-1.09278,-7.86412
495,0,21.0058,1.11248,7.7481,-33.5312,-4.9934,-2.77489,12.8435,0.233585,3.05809,21.0058,-1.11248,-7.7481
496,0,20.129,1.12927,7.62929,-32.7093,-4.85847,-2.7507,12.8899,0.233619,3.04787,20.129,-1.12927,-7.62929
497,0,19.26,1.14299,7.50788,-31.8938,-4.72202,-2.72197,12.9348,0.233871,3.0384,19.26,-1.14299,-7.50788
498,0,18.3993,1.15332,7.38467,-31.0856,-4.58427,-2.68955,12.9782,0.23435,3.02955,18.3993,-1.15332,-7.38467
499,0,17.5473,1.15993,7.26113,-30.2851,-4.44578,-2.655,13.0203,0.235012,3.02114,17.5473,-1.15993,-7.26113
500,0,16.7042,1.16255,7.13889,-29.4925,-4.30719,-2.62003,13.0614,0.235767,3.01295,16.7042,-1.16255,-7.13889
501,0,15.8702,1.16097,7.01906,-28.7083,-4.16897,-2.58581,13.1014,0.236499,3.0048,15.8702,-1.16097,-7.01906
502,0,15.0462,1.15508,6.90211,-27.9331,-4.0313,-2.55288,13.1407,0.237127,2.99662,15.0462,-1.15508,-6.90211
503,0,14.2331,1.14496,6.78835,-27.1682,-3.89432,-2.52141,13.1791,0.237659,2.98836,14.2331,-1.14496,-6.78835
504,0,13.4319,1.13073,6.67818,-26.4143,-3.75819,-2.49169,13.2166,0.238183,2.98001,13.4319,-1.13073,-6.67818
505,0,12.6432,1.11244,6.57196,-25.6718,-3.62283,-2.46405,13.2531,0.238843,2.97152,12.6432,-1.11244,-6.57196
506,0,11.8668,1.09003,6.46967,-24.9402,-3.48779,-2.43865,13.2883,0.239825,2.96279,11.8668,-1.09003,-6.46967
507,0,11.1014,1.06364,6.37083,-24.2183,-3.35256,-2.41519,13.322,0.24131,2.95371,11.1014,-1.06364,-6.37083
508,0,10.3451,1.03368,6.2747,-23.5041,-3.21684,-2.39293,13.3543,0.243351,2.94434,10.3451,-1.03368,-6.2747
509,0,9.59542,1.00065,6.18046,-22.7956,-3.08067,-2.37081,13.3856,0.245755,2.9349,9.59542,-1.00065,-6.18046
510,0,8.85064,0.965026,6.08733,-22.0915,-2.94423,-2.34775,13.4163,0.248254,2.92565,8.85064,-0.965026,-6.08733
511,0,8.10994,0.927295,5.99459,-21.391,-2.80766,-2.32306,13.4466,0.250786,2.91651,8.10994,-0.927295,-5.99459
512,0,7.37403,0.887931,5.90177,-20.6947,-2.67115,-2.29634,13.4763,0.253408,2.90723,7.37403,-0.887931,-5.90177
513,0,6.64487,0.847287,5.80881,-20.0048,-2.53542,-2.26729,13.5058,0.2559,2.89789,6.64487,-0.847287,-5.80881
514,0,5.92538,0.80547,5.71592,-19.3246,-2.40145,-2.23541,13.5354,0.25772,2.88898,5.92538,-0.80547,-5.71592
515,0,5.21889,0.762355,5.62339,-18.6582,-2.27006,-2.20031,13.5661,0.258368,2.88108,5.21889,-0.762355,-5.62339
516,0,4.52851,0.717628,5.53182,-18.009,-2.14159,-2.1622,13.5981,0.257658,2.87455,4.52851,-0.717628,-5.53182
517,0,3.85648,0.670807,5.44192,-17.3797,-2.01586,-2.12177,13.6319,0.25574,2.86949,3.85648,-0.670807,-5.44192
518,0,3.20397,0.621334,5.35403,-16.7716,-1.89207,-2.07966,13.6675,0.253056,2.86575,3.20397,-0.621334,-5.35403
519,0,2.57097,0.568797,5.26793,-16.1845,-1.769,-2.03626,13.7047,0.250285,2.86295,2.57097,-0.568797,-5.26793
520,0,1.95652,0.513125,5.18311,-15.6172,-1.64546,-1.99192,13.7431,0.248218,2.86041,1.95652,-0.513125,-5.18311
521,0,1.35904,0.454718,5.09929,-15.0672,-1.52084,-1.9471,13.7819,0.247497,2.85747,1.35904,-0.454718,-5.09929
522,0,0.776777,0.394475,5.01656,-14.5322,-1.39554,-1.90223,13.8204,0.248337,2.85373,0.776777,-0.394475,-5.01656
523,0,0.208264,0.333663,4.93523,-14.0104,-1.27098,-1.85738,13.8586,0.250413,2.84929,0.208264,-0.333663,-4.93523
524,0,-0.347462,0.273626,4.85567,-13.5008,-1.14909,-1.81236,13.8963,0.253023,2.84449,-0.347462,-0.273626,-4.85567
525,0,-0.890866,0.215451,4.77821,-13.0025,-1.03167,-1.76702,13.9336,0.255401,2.83968,-0.890866,-0.215451,-4.77821
526,0,-1.42209,0.159782,4.70308,-12.5152,-0.919885,-1.72133,13.9703,0.256978,2.83507,-1.42209,-0.159782,-4.70308
527,0,-1.94122,0.106812,4.63025,-12.0385,-0.814133,-1.6753,14.006,0.25746,2.83075,-1.94122,-0.106812,-4.63025
528,0,-2.4486,0.0564134,4.55951,-11.5718,-0.714211,-1.6288,14.0405,0.256797,2.82678,-2.4486,-0.0564134,-4.55951
529,0,-2.94487,0.00830549,4.4905,-11.1146,-0.619547,-1.58168,14.0738,0.255125,2.82315,-2.94487,-0.00830549,-4.4905
530,0,-3.43105,-0.0378535,4.42286,-10.666,-0.529371,-1.53387,14.1061,0.252713,2.81975,-3.43105,0.0378535,-4.42286
531,0,-3.90835,-0.0824366,4.3563,-10.2254,-0.442859,-1.48557,14.1378,0.249873,2.81633,-3.90835,0.0824366,-4.3563
532,0,-4.37802,-0.125751,4.29074,-9.79188,-0.359355,-1.43715,14.1694,0.246845,2.81256,-4.37802,0.125751,-4.29074
533,0,-4.84118,-0.167913,4.22618,-9.36483,-0.278546,-1.389,14.2011,0.243741,2.80818,-4.84118,0.167913,-4.22618
534,0,-5.29857,-0.208818,4.16271,-8.94373,-0.200452,-1.34144,14.2333,0.240585,2.80306,-5.29857,0.208818,-4.16271
535,0,-5.75045,-0.248191,4.1007,-8.52848,-0.125346,-1.29481,14.2661,0.237377,2.79724,-5.75045,0.248191,-4.1007
536,0,-6.19659,-0.285689,4.04078,-8.11944,-0.0536458,-1.2496,14.2996,0.234111,2.79089,-6.19659,0.285689,-4.04078
537,0,-6.63653,-0.320989,3.98374,-7.71725,0.0142239,-1.20635,14.3341,0.230782,2.78427,-6.63653,0.320989,-3.98374
538,0,-7.06978,-0.353804,3.93019,-7.32259,0.0778873,-1.16548,14.3698,0.227372,2.77762,-7.06978,0.353804,-3.93019
539,0,-7.49594,-0.38382,3.88046,-6.93582,0.136918,-1.12722,14.4065,0.223772,2.77109,-7.49594,0.38382,-3.88046
540,0,-7.91479,-0.410654,3.83464,-6.5567,0.190698,-1.09148,14.4439,0.219672,2.76491,-7.91479,0.410654,-3.83464
541,0,-8.32642,-0.433904,3.79259,-6.18426,0.238471,-1.05785,14.4812,0.214574,2.75941,-8.32642,0.433904,-3.79259
542,0,-8.73126,-0.453235,3.75393,-5.81711,0.279646,-1.0257,14.5174,0.208024,2.75488,-8.73126,0.453235,-3.75393
543,0,-9.12999,-0.468401,3.71808,-5.45392,0.314071,-0.994439,14.5519,0.199914,2.75143,-9.12999,0.468401,-3.71808
544,0,-9.52343,-0.479216,3.68442,-5.09369,0.342097,-0.963782,14.5844,0.190613,2.74879,-9.52343,0.479216,-3.68442
545,0,-9.91238,-0.485603,3.65229,-4.73588,0.364432,-0.933616,14.6152,0.180775,2.74651,-9.91238,0.485603,-3.65229
546,0,-10.2975,-0.487759,3.62098,-4.38026,0.381926,-0.903683,14.6446,0.170958,2.74423,-10.2975,0.487759,-3.62098
547,0,-10.6791,-0.486273,3.58976,-4.02676,0.395484,-0.873431,14.673,0.161409,2.74189,-10.6791,0.486273,-3.58976
548,0,-11.0572,-0.482033,3.55795,-3.67568,0.406038,-0.842197,14.7005,0.152139,2.7396,-11.0572,0.482033,-3.55795
549,0,-11.4315,-0.476015,3.52508,-3.32772,0.414479,-0.809463,14.7272,0.143078,2.73753,-11.4315,0.476015,-3.52508
550,0,-11.8006,-0.469106,3.49098,-2.98412,0.421579,-0.77504,14.7534,0.134174,2.73578,-11.8006,0.469106,-3.49098
551,0,-12.163,-0.461993,3.45584,-2.64666,0.427922,-0.739172,14.779,0.125439,2.73439,-12.163,0.461993,-3.45584
552,0,-12.5164,-0.455107,3.42019,-2.3176,0.433882,-0.702529,14.8038,0.116966,2.73328,-12.5164,0.455107,-3.42019
553,0,-12.858,-0.448697,3.38475,-1.99951,0.439719,-0.666025,14.8279,0.10893,2.73228,-12.858,0.448697,-3.38475
554,0,-13.1851,-0.442871,3.3503,-1.69515,0.445609,-0.630694,14.8513,0.101556,2.73117,-13.1851,0.442871,-3.3503
555,0,-13.4953,-0.437572,3.3178,-1.40717,0.451575,-0.597733,14.8739,0.0950668,2.72972,-13.4953,0.437572,-3.3178
556,0,-13.7864,-0.432689,3.28826,-1.13793,0.457583,-0.56839,14.8962,0.0896428,2.72772,-13.7864,0.432689,-3.28826
557,0,-14.0566,-0.428206,3.26257,-0.889333,0.463639,-0.543667,14.9181,0.0853767,2.72507,-14.0566,0.428206,-3.26257
558,0,-14.3047,-0.424126,3.2413,-0.662691,0.469665,-0.524096,14.9397,0.0822049,2.72181,-14.3047,0.424126,-3.2413
559,0,-14.53,-0.420388,3.22473,-0.458577,0.475411,-0.509739,14.9611,0.0799099,2.71819,-14.53,0.420388,-3.22473
560,0,-14.7325,-0.416939,3.21279,-0.276853,0.480655,-0.500291,14.9819,0.0782527,2.71442,-14.7325,0.416939,-3.21279
561,0,-14.9128,-0.413843,3.20505,-0.116794,0.485432,-0.495221,15.0023,0.0771075,2.71061,-14.9128,0.413843,-3.20505
562,0,-15.0721,-0.411306,3.20079,0.022771,0.490065,-0.493874,15.022,0.0764773,2.70669,-15.0721,0.411306,-3.20079
563,0,-15.2118,-0.409562,3.19914,0.143328,0.494967,-0.495503,15.0411,0.076421,2.70254,-15.2118,0.409562,-3.19914
564,0,-15.3337,-0.408757,3.19915,0.246451,0.500427,-0.499252,15.0597,0.0769696,2.69804,-15.3337,0.408757,-3.19915
565,0,-15.4392,-0.408904,3.19991,0.33358,0.506511,-0.504207,15.0779,0.0780838,2.69318,-15.4392,0.408904,-3.19991
566,0,-15.5297,-0.409912,3.20063,0.405997,0.513086,-0.509509,15.0957,0.0796421,2.68805,-15.5297,0.409912,-3.20063
567,0,-15.6064,-0.411656,3.20076,0.464903,0.519897,-0.514408,15.1132,0.081451,2.68281,-15.6064,0.411656,-3.20076
568,0,-15.6702,-0.413987,3.19991,0.51145,0.526654,-0.518274,15.1301,0.0833064,2.67773,-15.6702,0.413987,-3.19991
569,0,-15.7222,-0.416718,3.19795,0.546728,0.533099,-0.520718,15.1466,0.0850797,2.67302,-15.7222,0.416718,-3.19795
570,0,-15.7635,-0.41966,3.19497,0.57178,0.539091,-0.521721,15.1626,0.0867637,2.66881,-15.7635,0.41966,-3.19497
571,0,-15.7951,-0.422659,3.19128,0.587591,0.544635,-0.521592,15.1781,0.0884608,2.66509,-15.7951,0.422659,-3.19128
572,0,-15.8179,-0.425602,3.1873,0.595086,0.549832,-0.520833,15.1932,0.0903299,2.66179,-15.8179,0.425602,-3.1873
573,0,-15.8329,-0.428467,3.18352,0.59517,0.554855,-0.520001,15.2079,0.0925129,2.65881,-15.8329,0.428467,-3.18352
574,0,-15.8411,-0.431369,3.18035,0.588775,0.559949,-0.519565,15.2222,0.0950839,2.65609,-15.8411,0.431369,-3.18035
575,0,-15.8432,-0.43453,3.17803,0.576875,0.565385,-0.519791,15.2359,0.0980339,2.65361,-15.8432,0.43453,-3.17803
576,0,-15.8402,-0.438189,3.17658,0.560461,0.571361,-0.520656,15.249,0.101266,2.6514,-15.8402,0.438189,-3.17658
577,0,-15.8329,-0.442557,3.17578,0.540478,0.57798,-0.521829,15.2612,0.104622,2.64955,-15.8329,0.442557,-3.17578
578,0,-15.8221,-0.447774,3.1752,0.517802,0.585269,-0.522766,15.2727,0.107944,2.64818,-15.8221,0.447774,-3.1752
579,0,-15.8086,-0.453778,3.1743,0.493225,0.593079,-0.522865,15.2833,0.111105,2.64733,-15.8086,0.453778,-3.1743
580,0,-15.7931,-0.460142,3.17256,0.467406,0.600954,-0.521625,15.2932,0.114046,2.647,-15.7931,0.460142,-3.17256
581,0,-15.7765,-0.466108,3.16958,0.440877,0.608215,-0.518783,15.3027,0.116817,2.64703,-15.7765,0.466108,-3.16958
582,0,-15.7592,-0.470822,3.16512,0.41413,0.614198,-0.514315,15.3119,0.119586,2.64723,-15.7592,0.470822,-3.16512
583,0,-15.7421,-0.473531,3.15903,0.387701,0.618351,-0.508277,15.3209,0.122522,2.64738,-15.7421,0.473531,-3.15903
584,0,-15.7257,-0.47367,3.1513,0.362197,0.620192,-0.50072,15.3299,0.125675,2.64742,-15.7257,0.47367,-3.1513
585,0,-15.7104,-0.470932,3.1421,0.338202,0.619371,-0.491769,15.3388,0.12897,2.64739,-15.7104,0.470932,-3.1421
586,0,-15.6966,-0.46536,3.13178,0.316129,0.615851,-0.4817,15.3474,0.132299,2.64735,-15.6966,0.46536,-3.13178
587,0,-15.6845,-0.457404,3.12076,0.296151,0.610014,-0.470866,15.3556,0.135582,2.64738,-15.6845,0.457404,-3.12076
588,0,-15.674,-0.447863,3.10945,0.278216,0.602628,-0.459592,15.3635,0.138787,2.64754,-15.674,0.447863,-3.10945
589,0,-15.665,-0.437745,3.09821,0.262081,0.594708,-0.448132,15.3712,0.141932,2.64794,-15.665,0.437745,-3.09821
590,0,-15.6573,-0.428116,3.08727,0.247359,0.587375,-0.436683,15.3787,0.145089,2.64862,-15.6573,0.428116,-3.08727
591,0,-15.6506,-0.419945,3.07681,0.23358,0.581675,-0.425444,15.3862,0.148359,2.64955,-15.6506,0.419945,-3.07681
592,0,-15.6447,-0.413958,3.06699,0.220284,0.578397,-0.414627,15.3938,0.151829,2.65067,-15.6447,0.413958,-3.06699
593,0,-15.6391,-0.410566,3.05792,0.207049,0.577958,-0.404437,15.4015,0.155526,2.6519,-15.6391,0.410566,-3.05792
594,0,-15.6337,-0.409881,3.04969,0.193436,0.580396,-0.395081,15.4097,0.159402,2.65314,-15.6337,0.409881,-3.04969
595,0,-15.6279,-0.411756,3.04251,0.178921,0.585425,-0.386817,15.4181,0.163345,2.65432,-15.6279,0.411756,-3.04251
596,0,-15.6211,-0.415845,3.03668,0.162924,0.592484,-0.37997,15.427,0.167172,2.65545,-15.6211,0.415845,-3.03668
597,0,-15.6126,-0.421716,3.03261,0.144899,0.60089,-0.374914,15.4361,0.17066,2.65655,-15.6126,0.421716,-3.03261
598,0,-15.6019,-0.429005,3.03068,0.124397,0.610084,-0.372029,15.4454,0.173642,2.65764,-15.6019,0.429005,-3.03068
599,0,-15.5884,-0.437485,3.03118,0.101141,0.619751,-0.371631,15.4547,0.176045,2.6587,-15.5884,0.437485,-3.03118
